absoluteChangeSinceOneWeekAgo,absoluteChangeSinceYesterday,bestVendorBuylist,bestVendorBuylistPrice,cardId,countForTrade,fair_price,fullImageUrl,isFoil,lowestPrice,lowestPriceVendor,name,percentageChangeSinceOneWeekAgo,quantity,setName,setUrl,url
-0.10000000149011601,0,UNDEFINED,0,Affectionate_IndrikGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Affectionate Indrik.full.jpg,True,999999,Unknown,Affectionate Indrik,-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Affectionate_Indrik
-0.10000000149011601,0,UNDEFINED,0,Arboretum_ElementalGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Arboretum Elemental.full.jpg,True,999999,Unknown,Arboretum Elemental,-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Arboretum_Elemental
-23.979999542236328,0,UNDEFINED,0,Arclight_PhoenixGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Arclight Phoenix.full.jpg,True,999999,Unknown,Arclight Phoenix,-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Arclight_Phoenix
-0.07999999821186,0,UNDEFINED,0,Artful_TakedownGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Artful Takedown.full.jpg,True,999999,Unknown,Artful Takedown,-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Artful_Takedown
-31.889999389648438,0,UNDEFINED,0,Assassin's_TrophyGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Assassin's Trophy.full.jpg,True,999999,Unknown,Assassin's Trophy,-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Assassin's_Trophy
0.0,0,UNDEFINED,0,AssembleGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Assemble.full.jpg,True,999999,Unknown,Assemble,,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Assemble
0.0,0,UNDEFINED,0,AssureGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Assure.full.jpg,True,999999,Unknown,Assure,,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Assure
0.0,0,UNDEFINED,0,Attendant_of_VraskaGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Attendant of Vraska.full.jpg,True,999999,Unknown,Attendant of Vraska,,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Attendant_of_Vraska
-4.739999771118164,0,UNDEFINED,0,"Aurelia,_Exemplar_of_JusticeGuilds_of_Ravnica_FoiltrueNM-M",0,0,"http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Aurelia, Exemplar of Justice.full.jpg",True,999999,Unknown,"Aurelia, Exemplar of Justice",-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),"/sets/Guilds_of_Ravnica_Foil/Aurelia,_Exemplar_of_Justice"
-0.850000023841857,0,UNDEFINED,0,Barging_SergeantGuilds_of_Ravnica_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Guilds_of_Ravnica/img/Barging Sergeant.full.jpg,True,999999,Unknown,Barging Sergeant,-100.0,0,Guilds_of_Ravnica_Foil,/spoiler_lists/Guilds_of_Ravnic_(Foil),/sets/Guilds_of_Ravnica_Foil/Barging_Sergeant
