absoluteChangeSinceOneWeekAgo,absoluteChangeSinceYesterday,bestVendorBuylist,bestVendorBuylistPrice,cardId,countForTrade,fair_price,fullImageUrl,isFoil,lowestPrice,lowestPriceVendor,name,percentageChangeSinceOneWeekAgo,quantity,setName,setUrl,url
-0.49000000953674305,0,UNDEFINED,0,Acclaimed_ContenderThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Acclaimed Contender.full.jpg,True,999999,Unknown,Acclaimed Contender,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Acclaimed_Contender
-6.289999961853027,0,UNDEFINED,0,"Alela,_Artful_ProvocateurThrone_of_Eldraine_FoiltrueNM-M",0,0,"http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Alela, Artful Provocateur.full.jpg",True,999999,Unknown,"Alela, Artful Provocateur",-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),"/sets/Throne_of_Eldraine_Foil/Alela,_Artful_Provocateur"
-2.450000047683716,0,UNDEFINED,0,All_That_GlittersThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/All That Glitters.full.jpg,True,999999,Unknown,All That Glitters,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/All_That_Glitters
0.0,0,UNDEFINED,0,Alter_FateThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Alter Fate.full.jpg,True,999999,Unknown,Alter Fate,,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Alter_Fate
-0.259999990463256,0,UNDEFINED,0,Animating_FaerieThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Animating Faerie.full.jpg,True,999999,Unknown,Animating Faerie,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Animating_Faerie
0.0,0,UNDEFINED,0,Arcane_SignetThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Arcane Signet.full.jpg,True,999999,Unknown,Arcane Signet,,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Arcane_Signet
-0.10000000149011601,0,UNDEFINED,0,Arcanist's_OwlThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Arcanist's Owl.full.jpg,True,999999,Unknown,Arcanist's Owl,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Arcanist's_Owl
-0.150000005960464,0,UNDEFINED,0,Archon_of_AbsolutionThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Archon of Absolution.full.jpg,True,999999,Unknown,Archon of Absolution,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Archon_of_Absolution
-0.07999999821186,0,UNDEFINED,0,Ardenvale_PaladinThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Ardenvale Paladin.full.jpg,True,999999,Unknown,Ardenvale Paladin,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Ardenvale_Paladin
-0.25,0,UNDEFINED,0,Ardenvale_TacticianThrone_of_Eldraine_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Throne_of_Eldraine/img/Ardenvale Tactician.full.jpg,True,999999,Unknown,Ardenvale Tactician,-100.0,0,Throne_of_Eldraine_Foil,/spoiler_lists/Throne_of_Eldrain_(Foil),/sets/Throne_of_Eldraine_Foil/Ardenvale_Tactician
