absoluteChangeSinceOneWeekAgo,absoluteChangeSinceYesterday,bestVendorBuylist,bestVendorBuylistPrice,cardId,countForTrade,fair_price,fullImageUrl,isFoil,lowestPrice,lowestPriceVendor,name,percentageChangeSinceOneWeekAgo,quantity,setName,setUrl,url
-2.940000057220459,0,UNDEFINED,0,AbsorbRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Absorb.full.jpg,True,999999,Unknown,Absorb,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Absorb
-0.090000003576278,0,UNDEFINED,0,Act_of_TreasonRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Act of Treason.full.jpg,True,999999,Unknown,Act of Treason,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Act_of_Treason
-0.03999999910593,0,UNDEFINED,0,AeromunculusRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Aeromunculus.full.jpg,True,999999,Unknown,Aeromunculus,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Aeromunculus
-0.20000000298023202,0,UNDEFINED,0,AmplifireRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Amplifire.full.jpg,True,999999,Unknown,Amplifire,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Amplifire
-1.330000042915344,0,UNDEFINED,0,Angel_of_GraceRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Angel of Grace.full.jpg,True,999999,Unknown,Angel of Grace,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Angel_of_Grace
-0.38999998569488503,0,UNDEFINED,0,Angelic_ExaltationRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Angelic Exaltation.full.jpg,True,999999,Unknown,Angelic Exaltation,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Angelic_Exaltation
-0.070000000298023,0,UNDEFINED,0,Applied_BiomancyRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Applied Biomancy.full.jpg,True,999999,Unknown,Applied Biomancy,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Applied_Biomancy
-0.9599999785423271,0,UNDEFINED,0,Archway_AngelRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Archway Angel.full.jpg,True,999999,Unknown,Archway Angel,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Archway_Angel
-0.070000000298023,0,UNDEFINED,0,Arrester's_AdmonitionRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Arrester's Admonition.full.jpg,True,999999,Unknown,Arrester's Admonition,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Arrester's_Admonition
-0.070000000298023,0,UNDEFINED,0,Arrester's_ZealRavnica_Allegiance_FoiltrueNM-M,0,0,http://s.mtgprice.com/sets/Ravnica_Allegiance/img/Arrester's Zeal.full.jpg,True,999999,Unknown,Arrester's Zeal,-100.0,0,Ravnica_Allegiance_Foil,/spoiler_lists/Ravnica_Allegianc_(Foil),/sets/Ravnica_Allegiance_Foil/Arrester's_Zeal
