name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Smothering Tithe,False,2,8.235,7.9,2020-03-25
Godless Shrine,True,1,14.75,14.75,2020-03-25
Dryad of the Ilysian Grove,True,2,7.865,7.75,2020-03-26
"Erebos, Bleak-Hearted (Showcase)",True,1,8.42,8.16,2020-03-25
Embercleave,False,2,12.365,10.95,2020-03-26
Leyline of the Void,True,1,11.99,11.99,2020-03-26
Fabled Passage,False,1,12.0,11.83,2020-03-26
The Great Henge,False,1,13.74,12.98,2020-03-26
Hydroid Krasis,True,1,25.14,25.14,2020-03-27
Temple Garden,False,1,8.5,8.0,2020-03-27
Nyxbloom Ancient (Extended Art),True,1,63.49,63.49,2020-03-27
"Kaya, Orzhov Usurper",True,1,8.75,8.75,2020-03-29
"Ajani, Strength of the Pride",True,1,14.5,14.5,2020-03-29
Cavalier of Flame,True,1,9.44,9.44,2020-03-29
Cavalier of Night,True,1,7.19,7.19,2020-03-29
Cavalier of Thorns,True,1,10.0,10.0,2020-03-29
"Chandra, Awakened Inferno",True,1,20.88,20.88,2020-03-29
Field of the Dead,True,1,10.49,10.49,2020-03-29
"Yarok, the Desecrated",True,1,16.37,16.37,2020-03-29
"Chandra, Awakened Inferno",False,1,8.38,8.38,2020-03-29
Watery Grave,True,1,15.93,15.93,2020-03-29
Assassin's Trophy,False,1,9.3,9.3,2020-03-29
"Teferi, Time Raveler",False,1,11.69,11.69,2020-03-29
"Klothys, God of Destiny (Showcase)",True,1,8.2,8.2,2020-03-29
"Thassa, Deep-Dwelling (Showcase)",False,1,10.5,10.5,2020-03-29
