name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Overgrown Tomb,True,1,14.99,14.95,2020-03-22
Spawn of Mayhem,True,1,10.54,9.08,2020-03-23
Steam Vents,False,1,9.9,9.78,2020-03-23
"Karn, the Great Creator",True,1,13.49,13.49,2020-03-23
Smothering Tithe,False,2,8.235,7.97,2020-03-25
"Mu Yanling, Sky Dancer",True,2,7.225,7.61,2020-03-25
"Ajani, Strength of the Pride",False,1,7.9,11.99,2020-03-24
"Liliana, Dreadhorde General",False,1,11.48,11.47,2020-03-24
Godless Shrine,True,1,14.75,14.75,2020-03-25
Cavalier of Flame,True,1,8.99,10.99,2020-03-25
Dryad of the Ilysian Grove,True,2,7.865,7.74,2020-03-26
"Erebos, Bleak-Hearted (Showcase)",True,1,8.42,8.24,2020-03-25
"Kroxa, Titan of Death's Hunger (Extended Art)",True,1,73.34,73.34,2020-03-25
Embercleave,False,2,12.365,11.29,2020-03-26
Leyline of the Void,True,1,11.99,11.99,2020-03-26
"Uro, Titan of Nature's Wrath",False,1,28.0,30.25,2020-03-26
Fabled Passage,False,1,12.0,11.95,2020-03-26
The Great Henge,False,1,13.74,12.99,2020-03-26
Hydroid Krasis,True,1,25.14,25.14,2020-03-27
"Golos, Tireless Pilgrim",True,1,8.8,8.8,2020-03-27
"Vraska, Golgari Queen",True,1,10.67,10.67,2020-03-27
Temple Garden,False,1,8.5,8.5,2020-03-27
Nyxbloom Ancient (Extended Art),True,1,63.49,63.49,2020-03-27
