name,isFoil,Qtty,Bought_price,Current_price,Bought_date
Dryad of the Ilysian Grove,True,2,7.865,7.75,2020-03-26
Embercleave,False,2,12.365,8.0,2020-03-26
Hydroid Krasis,True,1,25.14,24.99,2020-03-27
Temple Garden,False,1,8.5,8.1,2020-03-27
Nyxbloom Ancient (Extended Art),True,1,63.49,63.49,2020-03-27
"Kaya, Orzhov Usurper",True,1,8.75,8.75,2020-03-29
"Ajani, Strength of the Pride",True,1,14.5,14.5,2020-03-29
Cavalier of Night,True,1,7.19,6.99,2020-03-29
Cavalier of Thorns,True,1,10.0,10.0,2020-03-29
"Chandra, Awakened Inferno",True,1,20.88,20.88,2020-03-29
Field of the Dead,True,1,10.49,10.49,2020-03-29
"Yarok, the Desecrated",True,1,16.37,16.37,2020-03-29
"Chandra, Awakened Inferno",False,1,8.38,8.35,2020-03-29
Watery Grave,True,1,15.93,15.93,2020-03-29
Assassin's Trophy,False,1,9.3,9.29,2020-03-29
"Teferi, Time Raveler",False,1,11.69,13.98,2020-03-29
"Klothys, God of Destiny (Showcase)",True,1,8.2,8.04,2020-03-29
"Thassa, Deep-Dwelling (Showcase)",False,1,10.5,9.99,2020-03-29
"Golos, Tireless Pilgrim",True,1,8.8,8.8,2020-03-31
"Mu Yanling, Sky Dancer",True,1,7.39,7.39,2020-03-31
Overgrown Tomb,False,1,8.73,8.73,2020-03-31
"Ashiok, Dream Render",True,1,9.0,9.0,2020-03-31
Setessan Champion (Extended Art),True,1,8.42,8.42,2020-03-31
Thassa's Oracle (Extended Art),True,1,26.48,26.48,2020-03-31
"Uro, Titan of Nature's Wrath",False,1,30.59,30.59,2020-03-31
Fabled Passage,True,1,14.3,14.3,2020-03-31
